timestamp,source_node,destination_node,latency_ms,end_to_end_latency_ms,bandwidth_mbps,utilization_percent
0,0,19,44.63,83.5,311.39,51.03
0,0,15,44.63,102.81,311.39,51.03
0,0,43,44.63,90.89,311.39,51.03
0,0,61,44.63,79.86,311.39,51.03
0,1,15,46.46,85.07,286.32,41.25
0,1,16,46.46,106.96,286.32,41.25
0,1,68,46.46,91.75,286.32,41.25
0,1,35,46.46,97.8,286.32,41.25
0,2,37,43.29,88.57,284.79,28.8
0,2,15,43.29,81.52,284.79,28.8
0,2,38,43.29,104.93,284.79,28.8
0,2,0,43.29,102.81,284.79,28.8
0,3,88,45.16,99.96,273.96,80.48
0,3,46,45.16,93.62,273.96,80.48
0,3,71,45.16,110.81,273.96,80.48
0,3,6,45.16,86.05,273.96,80.48
0,4,50,49.45,102.78,356.24,59.26
0,4,49,49.45,85.85,356.24,59.26
0,4,45,49.45,100.13,356.24,59.26
0,4,64,49.45,113.14,356.24,59.26
0,5,79,64.15,121.3,390.69,53.55
0,5,75,64.15,113.83,390.69,53.55
0,5,39,64.15,116.26,390.69,53.55
0,5,77,64.15,125.22,390.69,53.55
0,6,66,44.76,94.55,266.97,74.14
0,6,45,44.76,85.86,266.97,74.14
0,6,35,44.76,99.23,266.97,74.14
0,6,11,44.76,89.84,266.97,74.14
0,7,58,49.57,102.0,364.52,55.22
0,7,27,49.57,113.0,364.52,55.22
0,7,74,49.57,113.83,364.52,55.22
0,7,29,49.57,93.89,364.52,55.22
0,8,11,55.26,95.63,388.74,41.73
0,8,42,55.26,118.62,388.74,41.73
0,8,96,55.26,106.78,388.74,41.73
0,8,25,55.26,88.58,388.74,41.73
0,9,73,41.35,83.32,280.0,70.49
0,9,88,41.35,99.35,280.0,70.49
0,9,61,41.35,91.07,280.0,70.49
0,9,3,41.35,112.71,280.0,70.49
0,10,64,31.1,87.28,172.93,48.19
0,10,93,31.1,74.53,172.93,48.19
0,10,72,31.1,96.73,172.93,48.19
0,10,76,31.1,83.77,172.93,48.19
0,11,81,56.24,103.4,262.05,45.43
0,11,84,56.24,119.06,262.05,45.43
0,11,75,56.24,112.27,262.05,45.43
0,11,91,56.24,106.3,262.05,45.43
0,12,33,46.0,94.27,264.33,53.44
0,12,96,46.0,97.91,264.33,53.44
0,12,16,46.0,83.96,264.33,53.44
0,12,87,46.0,91.23,264.33,53.44
0,13,23,45.7,100.51,364.89,48.21
0,13,91,45.7,98.1,364.89,48.21
0,13,28,45.7,91.22,364.89,48.21
0,13,88,45.7,93.77,364.89,48.21
0,14,62,55.87,97.58,195.45,64.43
0,14,48,55.87,87.17,195.45,64.43
0,14,72,55.87,92.89,195.45,64.43
0,14,54,55.87,109.51,195.45,64.43
0,15,8,62.5,125.62,396.32,45.01
0,15,41,62.5,98.69,396.32,45.01
0,15,4,62.5,126.27,396.32,45.01
0,15,28,62.5,109.14,396.32,45.01
0,16,98,52.55,109.19,273.16,54.74
0,16,45,52.55,99.09,273.16,54.74
0,16,28,52.55,82.98,273.16,54.74
0,16,88,52.55,103.47,273.16,54.74
0,17,9,47.41,104.94,214.56,37.4
0,17,69,47.41,100.1,214.56,37.4
0,17,50,47.41,97.87,214.56,37.4
0,17,56,47.41,91.27,214.56,37.4
0,18,6,66.61,110.69,212.64,67.46
0,18,90,66.61,116.8,212.64,67.46
0,18,27,66.61,130.08,212.64,67.46
0,18,62,66.61,120.68,212.64,67.46
0,19,66,57.6,92.33,248.95,55.14
0,19,57,57.6,122.84,248.95,55.14
0,19,51,57.6,100.29,248.95,55.14
0,19,82,57.6,108.25,248.95,55.14
0,20,86,49.94,94.5,387.62,50.36
0,20,9,49.94,98.23,387.62,50.36
0,20,55,49.94,97.17,387.62,50.36
0,20,83,49.94,98.11,387.62,50.36
0,21,43,42.23,98.23,308.84,28.02
0,21,61,42.23,91.77,308.84,28.02
0,21,73,42.23,92.37,308.84,28.02
0,21,92,42.23,94.29,308.84,28.02
0,22,39,41.85,85.66,383.82,35.11
0,22,35,41.85,84.77,383.82,35.11
0,22,48,41.85,68.59,383.82,35.11
0,22,84,41.85,87.68,383.82,35.11
0,23,76,59.41,112.06,297.82,65.33
0,23,46,59.41,108.8,297.82,65.33
0,23,41,59.41,101.85,297.82,65.33
0,23,57,59.41,99.14,297.82,65.33
0,24,36,41.15,103.62,327.92,41.84
0,24,62,41.15,106.1,327.92,41.84
0,24,63,41.15,80.81,327.92,41.84
0,24,52,41.15,76.32,327.92,41.84
0,25,74,49.95,92.99,387.28,48.66
0,25,49,49.95,100.3,387.28,48.66
0,25,13,49.95,93.3,387.28,48.66
0,25,4,49.95,123.49,387.28,48.66
0,26,45,46.39,107.92,286.44,60.47
0,26,49,46.39,73.22,286.44,60.47
0,26,97,46.39,88.23,286.44,60.47
0,26,86,46.39,98.72,286.44,60.47
0,27,92,55.67,116.06,293.44,52.32
0,27,24,55.67,110.18,293.44,52.32
0,27,23,55.67,113.37,293.44,52.32
0,27,21,55.67,109.89,293.44,52.32
0,28,78,48.7,111.09,323.71,55.69
0,28,22,48.7,81.59,323.71,55.69
0,28,56,48.7,97.12,323.71,55.69
0,28,0,48.7,109.16,323.71,55.69
0,29,95,48.09,95.82,264.12,29.4
0,29,94,48.09,88.23,264.12,29.4
0,29,11,48.09,97.82,264.12,29.4
0,29,74,48.09,89.81,264.12,29.4
0,30,93,50.28,88.59,205.09,46.42
0,30,41,50.28,101.25,205.09,46.42
0,30,16,50.28,100.53,205.09,46.42
0,30,53,50.28,102.05,205.09,46.42
0,31,92,45.43,92.65,213.17,45.76
0,31,47,45.43,82.98,213.17,45.76
0,31,73,45.43,84.53,213.17,45.76
0,31,22,45.43,81.04,213.17,45.76
0,32,11,49.87,117.99,222.7,90.47
0,32,79,49.87,103.55,222.7,90.47
0,32,85,49.87,97.08,222.7,90.47
0,32,82,49.87,100.28,222.7,90.47
0,33,18,54.17,102.78,294.04,60.9
0,33,0,54.17,93.05,294.04,60.9
0,33,61,54.17,96.29,294.04,60.9
0,33,98,54.17,88.93,294.04,60.9
0,34,42,38.03,88.26,328.04,16.16
0,34,2,38.03,108.77,328.04,16.16
0,34,89,38.03,76.52,328.04,16.16
0,34,76,38.03,75.26,328.04,16.16
0,35,40,43.4,119.8,234.45,52.4
0,35,86,43.4,78.59,234.45,52.4
0,35,60,43.4,102.53,234.45,52.4
0,35,64,43.4,74.62,234.45,52.4
0,36,35,31.5,84.01,361.73,67.17
0,36,92,31.5,91.2,361.73,67.17
0,36,65,31.5,79.36,361.73,67.17
0,36,98,31.5,75.09,361.73,67.17
0,37,40,41.25,84.68,303.75,39.34
0,37,46,41.25,96.56,303.75,39.34
0,37,81,41.25,78.18,303.75,39.34
0,37,32,41.25,85.87,303.75,39.34
0,38,51,55.78,104.95,285.52,66.72
0,38,10,55.78,96.29,285.52,66.72
0,38,19,55.78,105.4,285.52,66.72
0,38,94,55.78,99.12,285.52,66.72
0,39,89,41.97,93.14,343.09,19.7
0,39,34,41.97,87.49,343.09,19.7
0,39,21,41.97,83.25,343.09,19.7
0,39,26,41.97,90.59,343.09,19.7
0,40,48,46.35,100.11,278.29,43.37
0,40,22,46.35,100.48,278.29,43.37
0,40,53,46.35,85.74,278.29,43.37
0,40,13,46.35,108.31,278.29,43.37
0,41,57,61.11,121.18,273.82,66.01
0,41,97,61.11,132.26,273.82,66.01
0,41,53,61.11,125.2,273.82,66.01
0,41,94,61.11,106.31,273.82,66.01
0,42,22,54.15,94.22,345.3,41.62
0,42,71,54.15,112.1,345.3,41.62
0,42,31,54.15,107.23,345.3,41.62
0,42,98,54.15,107.35,345.3,41.62
0,43,55,62.74,122.12,290.87,68.48
0,43,7,62.74,113.65,290.87,68.48
0,43,88,62.74,118.25,290.87,68.48
0,43,22,62.74,106.91,290.87,68.48
0,44,31,67.01,132.92,243.51,71.63
0,44,66,67.01,113.32,243.51,71.63
0,44,25,67.01,113.96,243.51,71.63
0,44,55,67.01,116.29,243.51,71.63
0,45,81,39.54,95.79,241.78,39.25
0,45,11,39.54,89.91,241.78,39.25
0,45,14,39.54,79.17,241.78,39.25
0,45,35,39.54,92.0,241.78,39.25
0,46,96,46.95,93.86,324.7,52.28
0,46,25,46.95,116.08,324.7,52.28
0,46,78,46.95,105.41,324.7,52.28
0,46,17,46.95,81.44,324.7,52.28
0,47,65,52.7,106.28,285.04,23.28
0,47,67,52.7,108.99,285.04,23.28
0,47,49,52.7,91.02,285.04,23.28
0,47,32,52.7,89.22,285.04,23.28
0,48,79,49.3,94.91,302.84,47.86
0,48,82,49.3,106.76,302.84,47.86
0,48,15,49.3,101.45,302.84,47.86
0,48,55,49.3,92.34,302.84,47.86
0,49,61,52.16,110.97,315.33,31.19
0,49,42,52.16,99.08,315.33,31.19
0,49,81,52.16,107.86,315.33,31.19
0,49,8,52.16,105.25,315.33,31.19
0,50,26,52.49,118.99,125.48,32.31
0,50,49,52.49,108.26,125.48,32.31
0,50,7,52.49,127.98,125.48,32.31
0,50,86,52.49,100.9,125.48,32.31
0,51,69,66.86,127.63,350.75,32.34
0,51,71,66.86,135.22,350.75,32.34
0,51,99,66.86,100.44,350.75,32.34
0,51,49,66.86,115.12,350.75,32.34
0,52,35,50.02,106.7,407.69,61.12
0,52,56,50.02,108.32,407.69,61.12
0,52,8,50.02,83.07,407.69,61.12
0,52,30,50.02,98.02,407.69,61.12
0,53,95,48.78,91.18,357.51,36.19
0,53,25,48.78,113.23,357.51,36.19
0,53,77,48.78,109.0,357.51,36.19
0,53,45,48.78,106.32,357.51,36.19
0,54,5,44.32,106.66,322.18,32.66
0,54,17,44.32,99.94,322.18,32.66
0,54,29,44.32,93.07,322.18,32.66
0,54,9,44.32,81.23,322.18,32.66
0,55,78,46.7,76.63,329.94,50.01
0,55,54,46.7,95.71,329.94,50.01
0,55,95,46.7,92.35,329.94,50.01
0,55,58,46.7,92.33,329.94,50.01
0,56,11,46.51,95.89,285.93,87.6
0,56,31,46.51,90.7,285.93,87.6
0,56,96,46.51,86.87,285.93,87.6
0,56,86,46.51,98.98,285.93,87.6
0,57,16,56.04,114.95,393.92,44.7
0,57,26,56.04,99.59,393.92,44.7
0,57,3,56.04,103.11,393.92,44.7
